Date,Close_x,High_x,Low_x,Open_x,Volume_x,Close_y,High_y,Low_y,Open_y,Volume_y
2020-07-01,231.00978088378906,232.15875988089894,224.70767637651,225.72611916129244,1207200,137.29566955566406,138.25415687347592,133.5575653598496,134.1326480002747,1780600
2020-07-02,229.98263549804688,233.8300537256802,228.5202792068796,233.32517554820652,1175700,136.36111450195312,138.9809849676975,135.53841194527377,138.75733838070653,2253800
2020-07-06,231.5146484375,234.10861088692357,230.29601816614743,233.2816689719981,1504600,139.2206268310547,143.77345032029888,137.6790496093951,142.66320027478295,3263000
2020-07-07,231.5146484375,234.78756393554482,228.57250970542538,229.81725253387307,1289800,136.9921417236328,138.94107281199462,136.74453382414586,137.35158512645174,1705000
2020-07-08,230.40919494628906,234.47420043597694,227.64984395207026,232.26323973706164,1389000,136.91229248046875,138.5976376442661,135.5304608189895,137.4634261019129,2282800
2020-07-09,231.19261169433594,232.3851295477716,226.67495284058936,228.9120262280355,1143400,137.10397338867188,137.58322316306487,134.9713350494964,136.49693423722508,1435300
2020-07-10,230.1044921875,232.933467342948,229.01642482002,231.97596274673668,911400,136.98416137695312,138.1503292795993,135.6742258606283,137.3595708408841,2070000
2020-07-13,222.77528381347656,230.40046928448214,221.5392407385949,228.70307337429878,1791700,133.3179473876953,137.28769363849415,132.62303399133592,136.80844386085514,2245400
2020-07-14,225.3953399658203,226.16134366498991,220.87768199997973,223.03641728271722,1877500,135.26690673828125,135.65828235651037,132.33551408303597,134.18860060826117,2534200
2020-07-15,223.9416961669922,228.35490442388019,223.16700590253322,228.32879186584557,1301000,134.18858337402344,137.08002394900126,133.66141101426078,136.6966314090962,1797100
2020-07-16,224.12448120117188,224.359494192617,220.3554009135958,223.88075517014337,1475200,132.3833770751953,134.20450612145382,131.47281255206607,133.35784235985588,1623900
2020-07-17,225.54331970214844,227.19720352789656,221.74815307161543,225.01235552114852,1291900,134.95535278320312,135.90584481478524,132.30352547568214,133.1821458939154,1403400
2020-07-20,226.7793731689453,228.18950435895755,223.8024088845828,226.47470896469827,1422200,135.91384887695312,141.60088413515436,135.8579311249587,141.60088413515436,3817800
2020-07-21,225.63034057617188,228.92936818686303,224.5596993153615,228.92936818686303,1161900,133.81317138671875,136.98417632686252,133.13423619159985,136.98417632686252,2411100
2020-07-22,225.48240661621094,227.01438755874312,223.72407257400442,224.64675166848716,1355700,134.23648071289062,135.3946533310272,132.9984290778508,133.32591598419666,1368300
2020-07-23,224.4900665283203,226.65751490944442,221.09530146433497,225.56944748097823,1324900,133.1981201171875,134.8195642893474,131.56869291812725,133.82113747457765,1730700
2020-07-24,223.1234588623047,226.69232552283898,222.7056579494815,226.10042318690776,1391300,133.1501922607422,134.0527739653404,132.37541210840735,132.91856261161328,1498100
2020-07-27,226.5878448486328,227.1362350371751,221.55662254095404,221.59144813372572,1417500,134.54002380371094,135.13907994471217,132.8626617337762,133.38983406293607,1603200
2020-07-28,232.23715209960938,233.89103620392203,226.8142398511223,226.8142398511223,1553800,137.2078399658203,138.11840496132353,134.26847653746967,134.28444259526717,2070300
2020-07-29,236.1455078125,236.93762425664272,233.25559373227307,233.40358262225325,1452700,138.87716674804688,139.8995547902729,137.4634032103632,138.12634786345,2469800
2020-07-30,228.4854736328125,233.28168391837858,224.16802901019534,233.28168391837858,1959900,135.9537811279297,136.3451566196834,133.46969484857104,134.94735914838765,2780900
2020-07-31,227.52801513671875,230.2090021376104,223.78504648290019,228.01546731869905,1781200,135.9537811279297,135.9537811279297,135.9537811279297,135.9537811279297,0
2020-08-03,223.34109497070312,227.85006726988388,222.9406935339941,225.44760552132928,1504600,131.07345581054688,132.63099895082496,129.39609415927796,132.53514170446724,2799700
2020-08-04,226.46600341796875,228.40709861877374,222.7839738486621,223.07992498770534,1782900,132.49522399902344,134.004844719534,131.11339263655,131.31307798152667,2300200
2020-08-05,222.21820068359375,226.64010869430484,221.2868217898703,226.54437150299873,1069200,131.40895080566406,133.04637326605842,130.77793821558555,132.88661522088617,1713500
2020-08-06,222.4097137451172,222.43582630454563,219.35442475331445,221.70464807639925,1127600,130.8897705078125,132.02398201689232,130.53832228486385,131.00159383440266,1513600
2020-08-07,224.23765563964844,225.195160409912,221.25200461595577,221.47833117005885,1023300,134.34033203125,135.27485810420623,130.83385740694638,130.92171945762573,1633400
2020-08-10,220.581787109375,224.32472929087723,219.30221845924382,223.88950222027685,1282400,132.73487854003906,134.3723013230131,131.72846847145587,134.23651670812862,2287500
2020-08-11,214.30577087402344,221.26940283277042,213.43531687918008,221.05178933405958,2111800,129.22837829589844,133.62945163760375,128.91686960715322,133.52561134541278,1865200
2020-08-12,218.74505615234375,220.18129969852134,215.00210192397358,215.01080168096718,1381000,131.95208740234375,132.71888457035294,129.89133296288577,130.1868755922596,1098600
2020-08-13,218.2489471435547,220.22488161855998,217.77019474449062,218.3969227428881,960900,131.28115844726562,132.1038612486968,130.6741192716726,131.5527276425708,1309700
2020-08-14,217.7179412841797,220.43376668440263,216.4906112889842,218.3359694428988,737000,131.496826171875,132.4952531161726,130.69808461643692,131.26518429561375,1435300
2020-08-17,218.40562438964844,219.31089073895174,217.10864310022666,217.6918457079054,1435000,132.63897705078125,132.84665758698952,131.32105879360134,131.60061093321457,1182100
2020-08-18,219.83316040039062,221.7742691017982,218.7799052160674,219.5023836300608,1896100,132.59109497070312,134.3563191278372,132.06392263188533,132.37543134339973,1071200
2020-08-19,213.46144104003906,220.72973760490908,213.13937729470354,220.42507337732306,1496500,129.90731811523438,133.71731851340857,129.61977068541316,133.49367186663963,1486900
2020-08-20,215.59402465820312,216.7082179166436,211.85978311401527,213.2612144833315,1017400,130.0989990234375,130.79390011938727,127.79861996398147,127.79861996398147,1261400
2020-08-21,217.03895568847656,217.596045610714,213.6441910501658,217.34361984307404,1139600,130.33065795898438,130.69008922087122,128.9408432668158,130.59424413445578,1077600
2020-08-24,213.64418029785156,216.2033165650453,210.80649244252237,216.09015332210643,1201400,128.6053466796875,130.27472544576247,126.99988087511021,130.27472544576247,1144700
2020-08-25,214.4885711669922,215.1588111771471,211.97295966361682,214.3928206966738,1060800,128.34976196289062,129.0766195871519,127.55102053521723,128.64529239102515,1443600
2020-08-26,214.97601318359375,215.08917644740433,212.17315040086064,213.8270075937201,1479400,128.5734100341797,128.93284124311123,126.91202638338771,127.79862986559336,1828100
2020-08-27,215.8464813232422,216.83009860207613,214.166498181926,215.3503161635236,1398200,130.53033447265625,130.68209730771477,128.90090717523574,128.99675225513457,1858900
2020-08-28,217.25660705566406,217.37847008235246,213.618115771629,216.54284169422448,1062900,130.82583618164062,131.0255215127724,129.15646973845722,130.43446073283062,1781200
2020-08-31,216.87362670898438,217.71796822132424,215.42868304395458,216.74306391102462,1307500,130.39453125,131.0175485559846,129.81943647711785,130.2827079434855,1386400
2020-09-01,215.89871215820312,217.3958941534777,214.6800818281305,216.25560149846527,1085000,129.47596740722656,130.22677397870834,128.08615318120218,129.80344207192056,1148600
2020-09-02,223.27142333984375,223.95908935261312,215.0282239184931,215.62013947184164,2034000,132.81475830078125,133.16620657078448,128.20601564702085,128.72520502328203,2362600
2020-09-03,219.6329345703125,223.49775201402937,216.95193496267044,222.45319670767267,2094600,129.1644744873047,133.24604344446723,128.26189282385312,132.87861704541686,1749100
2020-09-04,217.5960693359375,223.0277066315356,214.85414477388468,218.7450748969973,1885100,128.26991271972656,129.61180496737546,125.40243325384206,128.82104638280578,1943200
2020-09-08,214.83677673339844,217.29146369864546,211.6073994237203,216.49934727096002,1451200,126.60050201416016,128.94880349684084,125.89760573694267,127.64685121640176,2921300
2020-09-09,219.72000122070312,222.21819999744898,217.14346477018094,218.1531813348049,2202100,128.82904052734375,130.61822628264576,127.59100067050642,127.72678529390693,1743100
2020-09-10,216.203369140625,219.28477046179094,215.4721776849962,219.28477046179094,1256800,126.80821990966797,128.66928941587528,126.72035784069405,128.33381938556496,1892000
2020-09-11,217.4306640625,219.84182497608884,216.07275816467495,217.42196430543717,1219400,126.67241668701172,128.03827006993924,126.00945975263905,127.3034293227358,1267100
2020-09-14,221.00828552246094,222.56640576308223,218.42303584319222,218.57972448421694,1333900,128.9017791748047,129.46515860776046,127.34040454579117,127.35650460980436,1390100
2020-09-15,229.58224487304688,230.8618133288389,222.46193745484427,222.49674977109154,2426700,131.55775451660156,132.8776776063419,129.02252807494406,129.18349190915563,2093600
2020-09-16,229.1818084716797,233.85614153597876,228.7552680087813,230.6702771618201,2326100,133.73883056640625,135.04265348801252,132.12112389401503,132.7488913955849,1598600
2020-09-17,218.2489471435547,226.6662364795534,216.6908401888645,225.98728336163532,2341500,130.9058074951172,133.23982565964235,129.8917244668587,132.40279422107085,1819900
2020-09-18,213.69647216796875,218.71028278229755,212.22540267842183,216.455809949975,3270500,128.5154571533203,130.88166315983216,127.90378978132621,130.56777944146333,3016300
2020-09-21,209.7532958984375,212.75635946264674,207.42047233341944,211.851093170687,2848900,126.82530975341797,128.37058427856712,125.610018987901,127.97621254529327,2017400
2020-09-22,210.59764099121094,213.13066529612902,209.08304626328518,210.6411663472343,1702200,128.7569580078125,129.4893577230164,126.39880727650939,126.43905131331015,2203100
2020-09-23,205.17474365234375,210.8500948737288,204.61765355447542,210.8500948737288,2550300,125.24787902832031,127.96016964095432,124.7569313027727,127.646285834834,2495500
2020-09-24,205.58377075195312,209.0220738649204,204.64369234237915,205.688234239072,2246600,126.6804428100586,128.17742953231524,125.27198802280238,125.98024350280586,2292200
2020-09-25,209.7560272216797,210.50824903591615,205.5225990329514,205.54883824245422,2861500,130.14927673339844,130.269996517774,125.65026037056762,125.8756121552361,1827100
2020-09-28,209.9222412109375,213.78830755165936,208.53150956607425,212.60750295274582,2593500,131.66236877441406,132.59597616703763,130.24586989925453,131.90382065605849,1843900
2020-09-29,210.0272216796875,211.6716170249758,209.1525455762785,210.9806287757419,3098400,132.13723754882812,132.39478953874178,130.6885505882056,131.356562246195,1552600
2020-09-30,211.4354248046875,213.05358073610518,209.65109164506438,211.61035733461188,3345600,134.00439453125,134.40681013044295,132.27401236702013,132.6361839501439,2341600
2020-10-01,211.8027801513672,214.29561199686796,209.87849569253126,211.83777466409836,2500800,135.21971130371094,135.45311927348712,132.74082926081456,134.20562821919728,1693200
2020-10-02,212.8086395263672,213.3421923351255,209.03878870309705,209.98344023400492,2138100,135.7106475830078,136.25793924375057,133.68248158341922,134.33439296048346,2275700
2020-10-05,212.83486938476562,213.1060167541669,208.07663077729055,212.76489371742113,2130300,135.7428436279297,136.01648330969334,133.02251003189568,135.71064350022192,1450200
2020-10-06,210.80563354492188,213.77953960845497,210.0621670389099,213.34220165909673,1913500,132.86961364746094,135.8152995358866,132.34647814673488,135.8152995358866,2010000
2020-10-07,211.4704132080078,212.9923408555191,210.96309954333867,210.96309954333867,2048000,132.73281860351562,134.0044539343611,132.13723883162447,133.7630020116617,1514400
2020-10-08,213.03602600097656,215.6425560291356,212.42375563818658,213.21095848370328,2501100,133.42494201660156,136.26599573788545,133.0708142529143,133.4007980582367,1329000
2020-10-09,214.0157012939453,215.51140301472546,212.6774481815873,213.65709430405852,1538700,134.69659423828125,134.91390217206256,132.70061564717975,134.08492674702129,1010400
2020-10-12,215.50265502929688,216.72719596499778,213.70956674406003,214.51426697987708,1430400,135.39678955078125,135.61409747793246,134.02053466724774,135.39678955078125,1029700
2020-10-13,212.03018188476562,215.6513394703805,211.164247964501,214.42678523850674,1622100,134.245849609375,135.28407647699413,133.5536942707123,135.28407647699413,1635400
2020-10-14,208.6101837158203,212.79113308064427,208.24282147186227,212.4412680901587,2049300,132.82131958007812,134.80121014742073,132.39475993781463,134.54365821509074,1463900
2020-10-15,209.5723876953125,211.80280095388093,207.73556264490594,208.65397517010922,1790900,135.3243408203125,135.6140805935228,131.54967987626097,132.1211155303638,1045700
2020-10-16,212.30136108398438,213.4909209851074,209.1875166404114,209.65983581083677,1480000,134.32635498046875,135.573846099494,133.8917514304822,134.4390308845951,1171700
