Date,Close_x,High_x,Low_x,Open_x,Volume_x,Close_y,High_y,Low_y,Open_y,Volume_y
2020-07-08,230.40916442871094,234.47416937999097,227.64981379996675,232.26320897391625,1389000,136.91224670410156,138.59759130440693,135.5304155046351,137.46338014127522,2282800
2020-07-09,231.1925811767578,232.38509887278033,226.6749229193452,228.91199601149614,1143400,137.10401916503906,137.5832690994443,134.97138011381685,136.49697981091361,1435300
2020-07-10,230.10450744628906,232.9334827893333,229.01644000665667,231.9759781296275,911400,136.984130859375,138.15029850222018,135.67419563487996,137.35954023967156,2070000
2020-07-13,222.77528381347656,230.40046928448214,221.5392407385949,228.70307337429878,1791700,133.3179473876953,137.28769363849415,132.62303399133592,136.80844386085514,2245400
2020-07-14,225.39540100097656,226.1614049075735,220.8777418117923,223.03647767909712,1877500,135.2668914794922,135.6582670535722,132.3354991549228,134.18858547111046,2534200
2020-07-15,223.94171142578125,228.35491998337346,223.16702110853694,228.32880742355962,1301000,134.18858337402344,137.08002394900126,133.66141101426078,136.6966314090962,1797100
2020-07-16,224.12449645996094,224.35950946740618,220.35541591577925,223.88077041233913,1475200,132.38340759277344,134.2045370588463,131.472842859737,133.35787310207186,1623900
2020-07-17,225.54331970214844,227.19720352789656,221.74815307161543,225.01235552114852,1291900,134.95538330078125,135.90587554729902,132.30355539360013,133.1821760105166,1403400
2020-07-20,226.77935791015625,228.18948900528818,223.80239382609798,226.47469372640845,1422200,135.91384887695312,141.60088413515436,135.8579311249587,141.60088413515436,3817800
2020-07-21,225.63038635253906,228.92941463254402,224.55974487451473,228.92941463254402,1161900,133.8131561279297,136.98416070648204,133.13422101023014,136.98416070648204,2411100
2020-07-22,225.48240661621094,227.01438755874312,223.72407257400442,224.64675166848716,1355700,134.23646545410156,135.39463794058753,132.99841395979223,133.32590082891235,1368300
2020-07-23,224.49000549316406,226.65745328499463,221.0952413521595,225.56938615235603,1324900,133.19808959960938,134.81953340027343,131.568662773874,133.8211068142574,1730700
2020-07-24,223.1234893798828,226.69235652854672,222.70568840991515,226.10045411165842,1391300,133.15023803710938,134.05282005201065,132.37545761840903,132.9186083083474,1498100
2020-07-27,226.58792114257812,227.13631151576777,221.5566971408464,221.59152274534418,1417500,134.54000854492188,135.13906461798143,132.8626466652243,133.3898189345952,1603200
2020-07-28,232.23707580566406,233.89095936664702,226.81416533869802,226.81416533869802,1553800,137.20782470703125,138.1183896012712,134.26846160556516,134.2844276615871,2070300
2020-07-29,236.14553833007812,236.93765487658771,233.25562387638152,233.40361278548662,1452700,138.87716674804688,139.8995547902729,137.4634032103632,138.12634786345,2469800
2020-07-30,228.48544311523438,233.28165276019638,224.16799906927514,233.28165276019638,1959900,135.9537811279297,136.3451566196834,133.46969484857104,134.94735914838765,2780900
2020-07-31,227.5279998779297,230.20898669902542,223.7850314751271,228.01545202721982,1781200,135.9537811279297,135.9537811279297,135.9537811279297,135.9537811279297,0
2020-08-03,223.34109497070312,227.85006726988388,222.9406935339941,225.44760552132928,1504600,131.07345581054688,132.63099895082496,129.39609415927796,132.53514170446724,2799700
2020-08-04,226.466064453125,228.40716017707715,222.78403389146962,223.07998511027503,1782900,132.49525451660156,134.00487558482254,131.1134228358514,131.31310822682153,2300200
